order_id,user_id,order_time,category,product,price,qty,is_purchase
O016369,u03047,2025-01-10T03:50:00,Book,,32.6,3,0
O016370,u03232,2025/01/03 00:15:00,Food,  Noodles ,22.36,3,0
O016371,,2025/01/03 16:12:00,  Fashion ,Cap,9.06,1,1
O016372,u02149,2025-01-02 11:26:00,Home,AirFryer,11.68,1,1
O016373,u01896,2025-01-05 06:04:00,IT,Monitor,40.19,3,1
O016374,u00331,2025-01-01T17:44:00,,  Router ,32.25,2,1
O016375,u03411,2025-01-11T03:00:00,Home,Bedding,41.2,2,1
O016376,u03868,2025-01-11 21:19:00,Sports,Dumbbell,15.72,1,1
O016377,u00268,2025-01-15 21:49:00,Home,  AirFryer ,10.61,1,0
O016378,u00892,2025/01/02 00:34:00,Home,AirFryer, 23.14 ,1,1
O016379,u02643,2025/01/02 17:34:00,Food,Sauce,30.04,2,1
O016380,u01582,2025-01-11T01:22:00,,Serum,12.17,2,0
O016381,u00255,2025-01-03 05:18:00,,Monitor,15.19,3,1
O016382,u03779,2025-01-07 10:58:00,Sports,  Shoes ,30.17, 3 ,1
O016383,u02518,2025-01-02 06:20:00,Home,AirFryer,30.11,1,1
O016384,u02134,2025/01/01 09:46:00,Home,,32.8,5,1
O016385,u00723,2025-01-01T08:42:00,  Home ,Desk,45.92,1,0
O016386,u00294,2025-01-01 11:02:00,Sports,Jersey,,1,1
O016387,u00727,2025-01-01 19:39:00,Fashion,Jacket, 9.88 ,4,1
O016388,u03837,2025/01/03 00:54:00,Beauty,  Lotion ,22.89,2,0
O016389,u03795,2025-01-02 14:54:00,  Sports ,Bottle,50.08,7,1
O016390,u01277,2025-01-04 07:14:00,Food,  Chocolate ,17.01,2,1
O016391,u03833,2025/01/12 19:59:00,Sports,Dumbbell,52.76,4,1
O016392,u01813,2025-01-02 18:21:00,Sports,Shoes,33.14,1,0
O016393,u00094,2025-01-12T11:59:00,,Laptop,34.3,1,1
O016394,u01521,2025/01/03 23:03:00,Food,Sauce,46.6,2,1
O016395,u01483,2025/01/06 20:57:00,  Food ,Cereal,22.31,2,1
O016396,u01528,2025/01/08 21:26:00,Home,AirFryer,37.94,4,1
O016397,u00829,2025/01/02 22:28:00,Book,Workbook,-17.06, 1 ,1
O016398,u00317,2025-01-10 11:04:00,Book,Novel,16.57,1,1
O016399,u01488,2025-01-03 06:34:00,Beauty,MaskPack,14.67,3,1
O016400,u01709,2025-01-05T14:40:00,Beauty,Shampoo,23.16,1,0
O016401,u01011,2025-01-03 14:11:00,Home,Lamp,24.05,2,1
O016402,u00747,2025-01-05 03:57:00,IT,GPU,17.5,2,0
O016403,u00642,2025-01-02 06:49:00,IT,SSD,19.16,2,1
O016404,u02984,2025-01-07T06:14:00,Fashion,Socks,44.15,3,1
O016405,u02921,2025-01-10 08:56:00,Book,Ebook,17.9,6,0
O016406,u00938,2025-01-02 13:56:00,IT,SSD,24.8,3,0
O016407,u02817,2025-01-07 21:56:00,IT,Mouse,56.62, 1 ,1
O016408,u01553,2025/01/07 00:12:00,Beauty,  Serum ,30.78,2,1
O005138,u03230,2025/01/09 19:28:00,Beauty,Perfume,50.18,1,1
O016410,u03709,2025-01-01T14:02:00,,Shoes,free,1,0
O016411,u02045,2025-01-20 10:13:00,Fashion,Sneakers,31.06,2,1
O016412,u00061,2025-01-03 11:40:00,  IT ,Keyboard, 18.46 ,1,0
O016413,u02846,2025-01-03 12:33:00,Beauty,Shampoo,46.77,2,1
O016414,u02272,2025-01-02 21:08:00,Sports,Shoes,-15.04,4,0
O016415,u02464,2025-01-07 07:47:00,Fashion,Tshirt,17.52,1,1
O016416,u00766,2025-01-06T18:25:00,Fashion,Jacket,15.75,2,1
O016417,u03568,2025-01-05T23:42:00,IT,Monitor,-20.01,1,1
O016418,u03570,2025-01-02T15:39:00,Beauty,Perfume,13.22,3,1
O016419,u01657,2025-01-01 09:28:00,Food,Sauce,93.25,3,1
O016420,u01240,2025-01-03 14:51:00,Beauty,Shampoo,59.49,2,1
O016421,u00413,2025-01-07 17:43:00,Fashion,Socks,20.02,3,1
O016422,u02786,2025-01-01T16:03:00,Food,Chocolate,37.07,1,1
O016423,u02984,2025-01-03 02:08:00,Book,,65.4,4,1
O016424,u00527,2025/01/02 02:38:00,IT,Keyboard,25.71,1,0
O016425,u02709,2025-01-04 04:39:00,Sports,Dumbbell,19.64,2,1
O016426,u01183,2025-01-05 07:32:00,Book,Novel,28.13,1,1
O016427,u02484,2025/01/01 23:26:00,  Fashion ,Cap,44.36,6,1
O016428,u02388,2025-01-05 23:18:00,Sports,Shoes,,0,1
O016429,u00444,2025-01-03 02:08:00,Food,Tea,44.62,2,0
O016430,u03693,2025/01/12 10:01:00,  Sports ,Shoes,57.16,2,1
O016431,u03246,2025-01-03T02:10:00,IT,Headset,15.69,1,1
O016432,u03399,2025/01/28 10:15:00,  Book ,Ebook,27.99,2,1
O016433,u03879,2025/01/16 01:23:00,Home,Lamp,25.97,1,1
O016434,u01105,2025-01-03T15:42:00,IT,Monitor,39.69,4,1
O016435,,2025-01-05 08:28:00,Beauty,Serum,50.46, 4 ,0
O016436,u00737,2025-01-04 17:59:00,Food,,31.6,1,1
O016437,u01201,2025-01-18T13:21:00,Book,Novel,17.95,1,1
O016438,u02927,2025-01-03 20:23:00,IT,Laptop,22.76,5,1
O016439,u02474,2025-01-02 05:01:00,Fashion,Tshirt,38.95,NaN,1
O016440,u03680,2025-01-02T21:19:00,IT,Headset,8.8,1,1
O016441,u03414,2025-01-07T11:23:00,Fashion,Sneakers,28.21,1,1
O016442,u00771,2025-01-01 16:15:00,Fashion,Tshirt,,1,1
O016443,u03526,2025-01-03 13:46:00,Book,Ebook,27.93,1,1
O016444,u02121,2025-01-01T16:45:00,,Dumbbell,15.41,4,1
O016445,u03580,2025-01-23T08:19:00,Book,  Workbook ,34.6,1,1
O016446,u01257,2025-01-03T20:40:00,Food,Snack,47.49,2,1
O016447,u01913,2025/01/07 23:00:00,Home,Bedding,27.31,1,1
O016448,u00359,2025-01-17 06:10:00,  Sports ,Dumbbell,20.92,4,0
O016449,u02482,2025-01-03 03:29:00,Sports,Ball,32.23,1,0
O016450,u01067,2025/01/13 18:01:00,Home,  Lamp ,14.04,1,1
O016451,u03237,2025-01-01T11:10:00,Sports,Bottle,14.21,1,0
O016452,u02403,2025-01-01 13:06:00,Fashion,Cap,15.16,1,1
O016453,u00434,2025/01/03 21:56:00,Home,AirFryer,15.88,1,1
O016454,u03865,2025/01/03 20:00:00,Book,Ebook,28.27,1,1
O016455,u03386,2025-01-10 03:24:00,Book,Ebook,32.18,2,1
O016456,u00038,,  Home ,Chair,27.42,1,1
O016457,u01584,2025-01-18 11:22:00,Home,Bedding,55.36,1,0
O016458,u02552,2025/01/02 16:06:00,Sports,YogaMat,18.59,1,1
O016459,u03814,2025-01-06 07:46:00,Beauty,Perfume,18.58,2,1
O016460,u01373,2025-01-06 23:44:00,Fashion,Tshirt,38.2,3,1
O016461,u03347,2025-01-14 15:51:00,Home,Bedding,free,1,1
O016462,u01813,2025-01-04 04:24:00,Sports,Shoes,23.85,4,0
O016463,u02986,2025-01-03T12:05:00,IT,Mouse, 22.01 ,1,1
O016464,u00140,2025-01-05 08:34:00,Beauty,  MaskPack ,free,3,1
O016465,u01875,2025-01-04T22:59:00,Fashion,Cap,14.19,1,1
O016466,u03482,2025-01-08 05:24:00,Sports,Bottle, 39.4 ,1,1
O016467,u01325,2025-01-01 19:10:00,Book,Ebook,23.41,2,1
O016468,u01145,2025-01-02T13:20:00,IT,Router,36.38,1,1
O016469,u03530,2025/01/07 14:40:00,Beauty,Serum,67.02,2,0
O016470,u00144,2025/01/01 22:41:00,Sports,Ball,19.03,,0
O016471,u01052,2025-01-02T18:39:00,Sports,Shoes,29.06,2,1
O001479,u00918,2025-01-09 13:14:00,Beauty,Perfume,18.06,4,1
O016473,  u03473 ,2025-01-06 04:48:00,Fashion,Jacket,35.53,3,1
O016474,u03348,2025-01-04T03:59:00,Book,Textbook,13.44,6,1
O016475,u01684,2025-01-20 07:16:00,IT,Laptop,9.89,1,1
O016476,u01990,2025-01-05T08:42:00,Sports,YogaMat,65.86,2,0
O016477,u01062,2025/01/08 09:50:00,Beauty,MaskPack,11.13,2,1
O016478,u00431,2025-01-07 10:16:00,Beauty,Lotion,10.15,1,1
O016479,u02586,2025-01-11T08:34:00,Beauty,Serum,22.45,1,1
O016480,u00369,2025-01-03 19:03:00,Book,Novel,10.81,6,1
O016481,u03199,2025-01-02 11:41:00,Home,AirFryer, 6.28 ,1,1
O016482,u01682,2025-01-10T15:35:00,Book,Ebook,23.39,3,1
O016483,u00191,2025-01-08 10:53:00,Home,Desk,15.29,6,1
O016484,u02506,2025/01/04 05:25:00,Home,Chair,21.7,1,1
O016485,u00356,2025-01-06T05:37:00,Beauty,Cleanser,43.07,3,1
O016486,u00893,2025-01-04 07:55:00,IT,Mouse,24.83,3,1
O016487,u01989,2025-01-03 18:28:00,Sports,Jersey,40.12,0,0
O016488,u03341,2025-01-08 17:22:00,Sports,Dumbbell,14.2,2,1
O016489,u00108,2025-01-09T16:44:00,  Home ,Bedding,,3,1
O016490,,2025-01-12 06:05:00,Beauty,Perfume,25.25,2,1
O016491,u03810,2025-01-02 21:06:00,Sports,  Jersey , 28.97 ,4,1
O016492,u02661,2025/01/04 09:04:00,Fashion,  Jacket ,21.23,2,1
O016493,u00864,2025-01-01 13:14:00,IT,SSD,23.06,1,0
O016494,u03751,2025-01-02 06:28:00,Book,Ebook,10.22,1,0
O016495,u00560,2025-01-01 16:16:00,Home,Vacuum,23.71,2,1
O016496,u01149,2025-01-02 17:26:00,  IT ,Mouse,101.99,1,1
O016497,u00244,2025-01-02 10:17:00,,Socks,24.91,3,1
O016498,u02512,2025-01-02 23:08:00,IT,GPU,22.81,1,1
O016499,u03556,2025-01-01T15:12:00,Home,Lamp,24.36,2,1
O016500,u00073,2025-01-05 20:02:00,Beauty,Perfume,15.64,4,1
O016501,u02111,2025-01-01 08:45:00,IT,  Laptop ,36.01,1,1
O016502,u01211,2025/01/03 23:48:00,Home,Lamp,13.85,1,1
O016503,u00976,2025-01-02T05:52:00,Food,Noodles,68.12,5,0
O016504,u03513,2025-01-15 19:02:00,Home,Vacuum,11.11,2,1
O016505,u02409,2025-01-03T21:12:00,Fashion,Sneakers,,1,1
O016506,u00448,2025-01-11 17:26:00,IT,Router, 13.28 ,2,1
O016507,u02779,2025/01/01 10:16:00,Fashion,Jeans,55.28,3,1
O016508,u02370,2025-01-19T01:26:00,Fashion,Jeans,43.1,1,1
O016509,u01776,2025-01-01 20:12:00,IT,,21.57,1,1
O016510,u00365,2025-01-03T13:25:00,Home,Bedding,48.68,-4,0
O016511,u02903,2025-01-05 01:30:00,Food,Noodles, 19.45 ,2,1
O016512,u00551,2025/01/02 00:45:00,Book,,40.28,1,1
O016513,u01401,2025-01-04 17:26:00,Book,Workbook,15.13,1,1
O016514,u02693,2025-01-04 14:37:00,Sports,Ball,20.16,1,1
O016515,,2025-01-16T16:14:00,Book,Workbook,15.99,4,1
O016516,u00919,2025-01-22 19:26:00,  Food ,  Cereal ,30.47,1,1
O016517,u01945,2025-01-08T14:39:00,Fashion,Jeans,25.47,-1,1
O016518,u03156,2025-01-02 19:59:00,Fashion,Socks,15.34,2,1
O016519,u01621,2025/01/12 14:46:00,Beauty,  Cleanser ,18.28,4,1
O016520,u03311,2025-01-05T18:59:00,Fashion,Sneakers,44.71,3,1
O016521,u03234,2025/01/07 12:48:00,Fashion,Cap,19.38,3,1
O016522,u00482,2025-01-04 18:40:00,Book,Workbook,13.44,1,1
O016523,u02358,2025-01-03T06:48:00,Food,Sauce,25.82,4,1
O016524,u00945,2025-01-01 08:19:00,Book,Magazine,52.57,4,1
O016525,u01720,2025-01-03 16:22:00,Sports,  YogaMat ,13.92,2,1
O016526,u03013,2025/01/08 15:47:00,Beauty,Perfume,20.37,3,1
O016527,u02572,2025-01-03T15:11:00,Book,Textbook,20.87,1,0
O016528,u01300,2025-01-12 20:44:00,Beauty,Lotion,32.14,3,1
O016529,u03314,2025-01-19 22:49:00,  Food ,Noodles,10.78,2,1
O016530,u03664,2025-01-02 23:58:00,  Book ,Textbook,27.69,4,1
O016531,u02790,2025-01-04 06:21:00,IT,Mouse,19.08,3,1
O016532,u03085,2025-01-06 10:53:00,Sports,YogaMat,31.46,3,1
O016533,u03051,2025-01-07T20:41:00,  Food ,Tea,11.12,2,1
O016534,u02699,2025/01/04 09:28:00,IT,GPU,13.67,3,1
O016535,u01152,2025-01-04T09:13:00,Home,AirFryer,14.96,1,1
O016536,u00563,2025-01-03 08:39:00,IT,Router,45.77,3,1
O016537,u00400,2025-01-03T17:53:00,Fashion,Sneakers,12.67,1,0
O016538,u00309,2025-01-04T01:01:00,Food,Cereal,15.79,4,1
O016539,u03224,2025-01-13 12:20:00,Book,Comics,66.72,3,1
O016540,u01375,2025-01-05T00:47:00,Food,Chocolate,28.8,1,1
O016541,u01676,2025-01-12 15:32:00,Book,Magazine,23.17,2,1
O016542,u00483,2025-01-15 22:33:00,,Textbook,23.11,3,1
O016543,u02686,2025/01/04 03:15:00,,Shoes,50.81,1,1
O016544,u00778,2025-01-01T23:13:00,Fashion,Cap,22.66,3,1
O016545,u02694,2025-01-05 07:18:00,IT,Mouse,72.38, 2 ,1
O016546,u03412,2025-01-01T20:38:00,Fashion,Jeans,10.62,1,0
O016547,u01760,2025/01/01 10:50:00,Book,Textbook,12.45, 4 ,1
O016548,u03329,2025-01-01 12:31:00,IT,SSD,23.12, 1 ,1
O016549,u02383,2025-01-02T20:51:00,Sports,YogaMat,37.2,1,1
O016550,u02417,2025/01/03 12:59:00,IT,Monitor,,4,1
O016551,u03755,2025-01-03 12:47:00,,Cleanser,-64.68,4,1
O016552,u02678,2025/01/08 08:04:00,Sports,Bottle,12.33,2,1
O016553,u00691,2025/01/02 08:21:00,Book,Workbook,24.02,2,1
O016554,,2025-01-01 19:56:00,Sports,Ball,12.87,1,1
O016555,u03539,2025-01-06 05:36:00,Sports,Dumbbell,52.56,1,0
O016556,u00469,2025-01-01T18:53:00,Home,Bedding,47.76,2,1
O016557,u00098,2025/01/02 06:33:00,Food,Tea,31.14,3,1
O016558,u00272,2025-01-01T09:31:00,Fashion,Sneakers,,2,1
O016559,u00801,2025-01-01T21:31:00,Book,Magazine,63.26,1,1
O016560,u02857,2025-01-05 01:59:00,Fashion,Jacket,80.97, 1 ,1
O016561,u03930,2025-01-01 12:36:00,Beauty,  Serum ,14.29,2,1
O016562,u03648,2025-01-01 14:43:00,Home,Desk,35.33,2,1
O016563,u01999,2025-01-17 12:18:00,Home,Chair,19.98,1,1
O016564,u02452,2025-01-02 17:54:00,Book,Workbook,10.39,1,0
O016565,u00784,2025-01-12 10:20:00,Beauty,Cleanser,19.58,3,1
O016566,u02778,2025/01/10 14:26:00,IT,GPU,46.45,2,1
O016567,u00401,2025-01-03 04:57:00,IT,SSD,29.98,2,1
O016568,u00729,2025-01-08 23:16:00,Fashion,Jacket,20.79,3,1
O016569,u03547,2025-01-02 14:24:00,Fashion,Cap,23.93,3,1
O016570,u00317,2025-01-03T14:29:00,Sports,Bottle,25.16,1,1
O016571,u03200,2025/01/10 01:38:00,Fashion,Sneakers,26.16,1,1
O016572,u01101,2025/01/05 09:13:00,IT,GPU,15.16,1,1
O016573,u01380,2025-01-05T01:12:00,Food,Noodles,38.27,2,0
O016574,u01740,2025-01-03 12:55:00,Sports,Jersey,59.18,3,0
O016575,u02621,2025-01-14 21:10:00,IT,Headset, 28.04 ,2,0
O016576,u02347,2025-01-04T11:06:00,Book,Textbook,16.92,4,0
O016577,u03884,2025-01-12 04:37:00,Fashion,Jacket,17.32,1,1
O016578,u00361,2025-01-06T00:24:00,IT,Mouse,21.67,2,1
O016579,u00338,2025-01-01 20:33:00,IT,GPU,30.33,2,1
O016580,u02925,2025-01-05T16:39:00,IT,Monitor,28.75,2,1
O016581,u02923,2025/01/12 19:57:00,Book,Workbook,9.95,3,0
O016582,u01156,2025-01-01T19:32:00,Fashion,Sneakers, 68.51 ,1,0
O016583,u00993,2025-01-08T13:20:00,Food,Sauce,16.28,4,1
O016584,u03639,2025-01-02 00:57:00,Fashion,Cap,25.06,4,0
O016585,u00800,2025-01-05 11:01:00,Food,Coffee,32.59,3,0
O016586,u02957,2025-01-06T11:05:00,Fashion,Cap,11.37,2,0
O016587,u00217,2025/01/03 21:10:00,Fashion,Jeans,73.26,2,0
O016588,u03618,2025-01-06 15:46:00,,Coffee,26.14,1,0
O016589,u01484,2025-01-02T12:46:00,Sports,Shoes,10.11,1,1
O016590,u01817,2025/01/03 18:57:00,Sports,Ball,24.59,1,1
O016591,u03400,2025-01-12T06:09:00,Book,Workbook,14.0,3,1
O016592,u03654,2025/01/09 06:15:00,Fashion,,9.58,2,1
O016593,u03127,2025/01/04 01:22:00,Home,Desk,42.77,,1
O016594,u03479,2025-01-04 14:45:00,  Home ,  Bedding ,14.65,3,1
O016595,u00426,2025-01-08T10:39:00,,Mouse,17.22,1,1
O016596,u03717,2025-01-12 13:25:00,  Sports ,Shoes,45.57,1,1
O016597,u02307,2025-01-05 23:02:00,,Chocolate,15.47,4,0
O016598,u00521,2025-01-15T16:25:00,Home,Desk,26.14,2,0
O016599,  u01701 ,2025-01-07 20:12:00,Sports,Dumbbell, 13.96 ,2,1
O016600,u00856,2025-01-01 21:47:00,Beauty,MaskPack,25.16,2,1
O016601,u02206,2025/01/02 05:48:00,,Shoes,42.6,1,1
O016602,u03368,2025-01-01 23:15:00,Sports,Jersey,-21.21,1,1
O016603,u00973,2025/01/12 06:54:00,Home,AirFryer,509.52,1,1
O016604,u00847,2025-01-09 00:05:00,Fashion,Cap,80.09,1,1
O016605,u02648,2025-01-09 17:46:00,Home,Bedding,22.12,2,1
O016606,u02685,2025/01/06 10:57:00,IT,SSD,26.48,2,1
O016607,u00594,2025/01/07 22:34:00,  Beauty ,MaskPack,17.64,3,1
O016608,u01848,2025-01-04 10:40:00,IT,Keyboard, 18.33 ,3,1
O016609,u03514,2025/01/05 18:29:00,IT,  SSD ,67.19,4,1
O016610,u03595,2025/01/10 01:13:00,Home,AirFryer,free,4,0
O016611,u02028,2025-01-14 16:32:00,IT,Laptop,17.08,3,1
O016612,u00982,2025-01-01 20:53:00,Beauty,Lotion,6.09,2,1
O016613,u02043,2025-01-07 07:04:00,Fashion,,24.48, 2 ,0
O016614,u00136,2025-01-05T20:25:00,Home,Bedding,18.1,0,0
O016615,u02656,2025-01-03T01:26:00,IT,Router,18.04,1,1
O016616,u03716,2025-01-06 19:15:00,Sports,Ball,12.04,3,1
O016617,u00882,2025-01-03 11:09:00,Sports,Jersey,11.93,1,0
O016618,u02833,2025-01-01T21:17:00,Home,Desk,34.8,2,1
O016619,u03875,2025-01-01 21:41:00,Home,AirFryer, 12.19 ,5,0
O010951,u03390,2025-01-01T11:39:00,Food,Snack,17.37,1,1
O016621,u00779,2025-01-11 08:31:00,IT,SSD,8.23,2,1
O016622,u00517,2025/01/04 10:55:00,Book,Comics,11.72,1,1
O016623,u02383,2025-01-02 00:56:00,Food,Noodles,50.22, 2 ,1
O016624,  u02257 ,2025/01/03 11:13:00,Book,Textbook,15.86,0,1
O016625,u02895,2025-01-05 23:46:00,IT,Monitor,13.46,2,1
O016626,u03452,2025-01-15 09:15:00,Book,Ebook,93.13,1,1
O016627,u00337,2025/01/01 08:16:00,Fashion,Cap,34.64,5,0
O016628,u00492,2025/01/01 22:05:00,IT,Keyboard,58.66,3,1
O016629,u03237,2025-01-06T16:24:00,Fashion,Jeans,28.74,6,1
O016630,u00672,2025/01/03 09:52:00,Book,Comics,21.43,2,1
O016631,u03023,2025-01-18 14:37:00,Book,  Comics ,-152.72,2,1
O016632,u00822,2025-01-15T12:22:00,Home,Chair,45.05,4,1
O016633,u00803,2025/01/03 19:46:00,Fashion,  Sneakers ,31.82,3,1
O016634,u03389,2025-01-06 14:08:00,Food,,53.9,2,1
O016635,u03409,2025-01-09T22:27:00,  Fashion ,Sneakers,20.65,1,1
O016636,u01613,2025-01-15 19:52:00,Fashion,Sneakers,23.93,1,1
O016637,u02779,2025-01-10T22:43:00,Beauty,Shampoo,16.9,1,1
O016638,u03690,2025-01-02T08:20:00,Home,Vacuum,free,3,1
O016639,u03571,2025/01/07 09:32:00,  Food ,Coffee,18.32,7,1
O016640,u03408,2025/01/04 02:52:00,Fashion,Socks,7.45,2,1
O016641,u03525,2025-01-08 06:19:00,Home,Vacuum,25.06,1,1
O016642,u03432,2025-01-02 20:24:00,Food,Noodles,17.51,3,1
O016643,u00825,,Book,Textbook,15.44,2,1
O016644,u00148,2025/01/05 17:11:00,  Sports ,  Jersey ,45.6,2,1
O016645,u03519,2025-01-03 04:02:00,Fashion,Jacket,20.09,3,1
O016646,u01272,2025/01/25 14:59:00,Sports,Bottle,32.8,1,1
O016647,u03340,2025-01-14 05:36:00,Book,Comics,73.59,4,1
O016648,u03961,2025/01/01 23:22:00,Home,,41.29,1,1
O016649,u01308,2025-01-02 01:29:00,Beauty,Shampoo,-19.41,3,1
O016650,u00333,2025-01-05 05:39:00,Beauty,Serum,96.78,4,0
O016651,u00024,2025-01-05 17:46:00,Beauty,Cleanser,25.39,2,1
O016652,u03515,2025/01/09 03:45:00,Sports,Ball,26.0,3,1
O016653,u01498,2025-01-02T19:28:00,Home,Vacuum,21.3,2,1
O016654,u02575,2025-01-17 14:22:00,Book,Magazine,23.09,2,1
O016655,u02407,2025-01-03 09:54:00,Book,Ebook,43.4,2,1
O016656,u00782,2025-01-04 19:47:00,Book,Novel,6.26,1,0
O016657,u00105,2025-01-02 16:13:00,Fashion,Jacket,39.12,1,1
O016658,u00117,2025-01-01 19:39:00,  Home ,AirFryer,free,1,0
O016659,u03621,2025-01-19 21:22:00,Home,Bedding,32.43,1,1
O016660,u03849,2025-01-04 12:48:00,Food,, 4.59 ,2,1
O016661,u03416,2025-01-17T07:48:00,IT,Laptop,31.05,1,
O016662,u00587,2025-01-02 07:22:00,Food,Cereal,37.68,2,1
O016663,u00545,2025/01/04 02:02:00,IT,Headset,18.05,3,1
O016664,u00411,2025/01/03 06:10:00,Food,Coffee,29.18,1,1
O016665,u00545,2025-01-05T06:22:00,Sports,Ball,8.57,2,1
O016666,u03766,2025-01-07 01:22:00,Book,Workbook,29.01,1,1
O016667,u01116,2025-01-05 04:12:00,IT,  Keyboard ,13.0,1,1
O016668,u01969,2025-01-04 03:37:00,IT,GPU,13.24,3,0
O016669,u00656,2025/01/04 10:22:00,Sports,Dumbbell,16.43,3,1
O016670,u00291,2025/01/07 18:00:00,  IT ,Monitor,11.16,1,0
O016671,u01674,2025-01-04 09:50:00,IT,Mouse,7.38,2,0
O016672,u01581,2025-01-03T17:53:00,Food,Sauce,31.94,2,1
O016673,u00179,2025-01-04 23:32:00,,Chocolate,13.44,4,1
O016674,u00457,2025-01-03T16:44:00,Book,Magazine,44.51,1,1
O016675,u02725,2025/01/03 08:39:00,Food,Sauce,73.92,1,1
O016676,u02283,2025-01-02 13:01:00,Beauty,  Cleanser ,15.84,1,1
O016677,u03467,2025-01-03 06:53:00,Book,Textbook,26.73,1,1
O016678,u00677,2025-01-13 10:25:00,Book,Novel, 55.14 ,2,1
O016679,u00047,2025-01-10 14:02:00,Home,Chair,56.46,3,1
O016680,u02366,2025/01/06 18:11:00,IT,Headset,20.65,3,0
O016681,u02167,2025/01/01 22:26:00,Book,Workbook,46.01,1,1
O016682,u00132,2025-01-02 22:17:00,Home,Chair,71.31,1,1
O016683,u03509,2025-01-02 22:59:00,Beauty,MaskPack,11.18,1,1
O016684,u00284,2025-01-07 02:05:00,Book,Workbook,22.26,5,1
O016685,u00232,2025/01/06 18:45:00,Home,Lamp,39.84,4,1
O016686,u02388,2025-01-02 01:54:00,Home,Chair,68.22,1,1
O016687,u01728,2025/01/03 06:38:00,Food,Snack,21.18, 2 ,1
O016688,u00777,2025/01/09 00:00:00,IT,Headset,19.07,2,0
O016689,  u01120 ,2025/01/13 05:38:00,Book,Comics,33.33,1,1
O016690,u01508,2025-01-02T09:31:00,IT,Headset,29.35,4,1
O016691,u00624,2025-01-05 01:31:00,Fashion,Cap,26.87,4,1
O016692,u00541,2025-01-19T04:42:00,Beauty,  MaskPack ,32.2,4,1
O016693,u02844,2025-01-06 07:33:00,Beauty,Cleanser,23.07,1,1
O016694,u00677,2025/01/04 02:52:00,Fashion,Cap,41.51,1,1
O016695,u02447,2025-01-01 11:20:00,Home,Lamp,43.86,1,1
O016696,u03125,2025-01-12T19:27:00,Food,Coffee,32.32,1,1
O016697,u02871,2025/01/01 21:22:00,Beauty,Cleanser,22.1,1,1
O016698,u01099,2025-01-04 09:39:00,Sports,  Jersey ,48.13,3,
O016699,u03045,2025/01/07 15:58:00,Food,Chocolate,13.73,4,0
O016700,u03309,2025-01-02T10:55:00,Food,  Cereal ,15.72,3,1
O016701,u01998,2025-01-02T16:09:00,IT,  Monitor ,10.48,1,1
O016702,u00344,2025/01/22 20:53:00,Beauty,Cleanser,33.06,1,1
O016703,u01481,2025-01-04T17:07:00,Sports,Jersey,19.54,1,0
O016704,u00515,2025-01-05 09:10:00,Food,Noodles,13.53,3,0
O016705,u03412,2025-01-02 03:39:00,Fashion,  Tshirt ,18.21,1,1
O016706,u02387,2025/01/04 23:38:00,Beauty,,13.12,4,0
O016707,u01787,2025-01-01 12:00:00,  Food ,Sauce,24.11,1,1
O016708,u02951,2025-01-10T00:04:00,Food,Tea,33.06,1,1
O016709,u01531,2025-01-15T00:02:00,Book,Ebook,34.67,4,0
O016710,u01246,2025-01-04 13:45:00,Sports,Dumbbell,28.96,1,0
O016711,u01199,2025-01-04T15:52:00,Sports,Shoes,19.45,1,0
O016712,u01521,2025-01-05T22:08:00,Sports,Dumbbell,24.95,1,1
O016713,u00774,2025/01/12 14:56:00,,,43.62,3,1
O016714,u03390,2025/01/20 22:22:00,IT,Keyboard, 48.84 , 1 ,0
O016715,  u02834 ,2025-01-08T15:04:00,Home,Chair,64.88,1,1
O016716,u02767,2025-01-02 14:09:00,Food,Coffee,27.37,1,1
O016717,u02796,2025/02/02 19:37:00,Sports,Jersey,13.69,4,1
O016718,u01700,2025-01-06 04:17:00,Sports,Shoes,15.5, 3 ,1
O016719,u02398,2025-01-08 16:00:00,Sports,Dumbbell,52.34,1,0
O016720,u00095,2025-01-05 18:31:00,Fashion,Tshirt,35.74,1,0
O016721,u02022,2025-01-03T04:29:00,  Food ,Snack,23.46,3,1
O016722,u00979,2025-01-01T19:09:00,IT,Headset,17.73,1,1
O016723,u01773,2025-01-06T17:22:00,Book,Textbook,23.43,3,0
O016724,u02957,2025-01-09T17:47:00,Sports,Jersey,52.92,3,1
O016725,u01517,2025-01-03T06:45:00,Home,Chair,77.66,1,1
O016726,u03504,2025-01-06 04:42:00,Sports,Dumbbell,19.37,3,1
O016727,u02195,2025-01-05 11:46:00,Food,, 47.37 ,,1
O016728,u03352,2025-01-05 01:44:00,Home,AirFryer,88.11,1,1
O016729,u01187,2025-01-08 19:18:00,Home,Desk,17.95,4,1
O016730,u03364,2025/01/01 22:16:00,Book,, 18.15 ,3,0
O016731,u00501,2025-01-12 12:20:00,Home,Vacuum,18.2,1,1
O016732,u02105,2025-01-05T04:49:00,Sports,Shoes,31.1,1,1
O016733,u03588,2025-01-07T00:04:00,Sports,Ball,28.92, 4 ,1
O016734,u03501,2025-01-01 22:54:00,Home,  Desk ,59.81,3,1
O016735,u03588,2025-01-15 19:17:00,Beauty,Lotion,81.91,3,1
O016736,u00845,2025-01-03T00:34:00,Fashion,Socks,43.4,1,1
O016737,u02718,2025-01-05 19:19:00,Fashion,Jeans,30.88,2,1
